Account,Assists,Deaths,Heals,Hours_Played,Kill_Death_Ratio,Kills,Kills_Per_Minute,Matches_Won,Resupplies,Revives,Score_Per_Min,Total_Damage_Done,Win_Ratio
SnarledRaptor77,1362,4914,16743,179,1.1,5407,0.5,216,3599,1326,243.9,682816,0.43
STEBEN627,1312,4847,9307,138,0.99,4781,0.58,118,2232,907,243.9,605188,0.42
YareYareDaze744,4379,11930,5073,312,1.63,19450,1.04,748,2720,1025,243.89,2478328,0.5
PISTO_15,1927,7792,8534,214,0.82,6412,0.5,259,1401,1738,243.88,872891,0.44
MINATUKA12,2389,20100,29583,495,0.61,12336,0.42,704,7986,2574,243.88,1482444,0.47
MisKoalaOiO,3505,18127,20640,470,0.62,11236,0.4,685,13471,2092,243.86,1558195,0.47
TectalColt42,2782,12386,18408,291,0.69,8585,0.49,419,5528,1620,243.82,1173331,0.46
Yasirjones,643,2390,14999,72,1.16,2778,0.64,145,1523,625,243.81,330478,0.55
Gandalf-Simone,6100,25919,50676,901,0.87,22495,0.42,1456,19228,5418,243.81,3084080,0.44
tangyibuding,1973,6614,7311,213,0.98,6457,0.5,338,3266,920,243.76,850599,0.59
Duanmin21,995,3678,7552,112,0.89,3272,0.49,188,1585,885,243.74,440064,0.55
MC_He_hua,1173,4634,210,113,0.84,3887,0.57,158,791,565,243.74,528111,0.57
fartpig-insky,13773,34047,50490,1904,2.19,74488,0.65,2705,41163,4458,243.7,9633958,0.47
Hennything916,4036,7589,17551,921,2.31,17551,0.32,1263,1068,3294,243.69,3334069,0.73
Manuelangelfreak,2348,8286,14368,368,1.12,9301,0.42,352,2745,2291,243.69,1330962,0.48
mewtenx6,1335,5066,8016,165,0.86,4377,0.44,216,1994,1230,243.69,564972,0.45
Domo_In_Slow_Mo,4505,8991,75460,1073,2.26,20298,0.32,1402,6492,5736,243.65,3550035,0.62
GpMoNeY10,1798,3650,3956,329,1.96,7162,0.36,372,724,1141,243.65,1250426,0.66
Jackomeof92,5938,22566,72222,801,0.88,19845,0.41,1153,8334,5766,243.63,2580505,0.48
Mr-Merguez-06,6626,13591,102764,1348,2.06,27938,0.35,1365,6707,7313,243.56,4228016,0.53
yanghudj,3058,10326,41410,342,1,10287,0.5,429,12505,2893,243.51,1421055,0.46
BeLiKoz0_956,10781,13526,22335,2474,2.83,38335,0.26,3390,1934,7905,243.48,8795318,0.75
skibbox,6347,20786,4022,1512,1.99,41362,0.46,1568,6359,823,243.46,5289308,0.46
1733308479,1192,3770,,167,1.7,6414,0.64,275,34,34,243.41,781780,0.4
crazyflom85,8494,13649,197902,1732,2.38,32526,0.31,2971,21467,10811,243.4,5378561,0.75
hazes,3484,11090,29110,390,1.12,12379,0.53,519,10631,2080,243.38,1651628,0.43
andreyyy_fabyyy1,18062,38095,80683,2895,2.04,77835,0.45,3881,9701,11731,243.32,11994358,0.66
autokauffi,660,2120,14137,78,1.28,2708,0.57,142,2076,471,243.3,342147,0.51
NomosAssassinos,1816,8654,21672,159,0.79,6848,0.71,350,3775,1411,243.29,881054,0.46
ITFN DryDrunk,11589,70465,96274,2171,0.5,35224,0.27,3977,32437,8460,243.29,4857569,0.48
junmeimeia,1716,3704,16081,147,1.14,4241,0.48,144,4743,701,243.27,651515,0.48
MechBrig 13,3503,5009,14258,423,3.08,15412,0.61,588,5742,1296,243.24,2050518,0.47
BowserFB09,3091,14994,54080,641,0.82,12229,0.32,899,11015,3853,243.24,1601622,0.48
undercover0916,6952,37440,54294,997,0.59,21930,0.37,1468,13302,4994,243.24,3053863,0.42
Davidatt7756,11301,25583,5689,1568,1.63,41786,0.44,1743,1129,5843,243.18,6705100,0.59
eddyboss91,1506,6611,3653,192,0.93,6166,0.53,264,1216,816,243.17,789388,0.43
TonyWuu123,640,2409,28849,105,1.15,2773,0.44,167,1941,1777,243.15,353871,0.49
YT_Skopi,680,2877,7473,88,0.86,2465,0.46,115,2059,447,243.11,315086,0.44
Ttv Spart4 21,2802,10028,28748,395,1.25,12500,0.53,600,4579,1805,243.09,1545488,0.48
#NAME?,7559,38423,93201,1116,0.81,31086,0.46,1957,27990,6331,243.07,3990509,0.43
pro_player05_,908,3047,10071,118,1.14,3464,0.49,149,990,674,242.99,448478,0.46
Makhno161,3515,8228,114212,527,2.17,17822,0.56,725,8164,4421,242.94,2219358,0.41
TuGi_55,11022,37750,112708,1879,1.07,40372,0.36,1719,5991,10125,242.94,5936491,0.53
hsrecycle,5555,19121,45723,1130,1.56,29764,0.44,773,5545,3642,242.9,4424691,0.4
joker--0902,475,2995,9048,91,0.42,1253,0.23,120,1847,664,242.9,170098,0.44
JF-Hurricane,14343,42396,42169,1030,1.41,59741,0.97,2528,4721,8231,242.87,7555739,0.51
stagga119182,10576,25620,123025,1948,1.58,40465,0.35,2197,17666,10683,242.86,6115937,0.56
GeePeeEff,339,2581,10887,90,0.38,974,0.18,134,983,782,242.84,138190,0.51
colROCK,1461,8521,17114,251,0.66,5641,0.37,344,3322,2112,242.81,706692,0.44
Alang88888,1267,4192,4068,161,1.34,5634,0.58,167,804,532,242.78,714842,0.48
snowwalkerone,720,2979,8154,69,0.86,2575,0.61,113,1206,562,242.78,326958,0.46
Kayrolr,491,2456,2442,82,0.7,1719,0.35,122,776,258,242.78,240498,0.43
callboy__Siggi,10872,27263,80695,1143,1.66,45208,0.66,1695,7528,9051,242.75,6080101,0.53
Pablette2709,9763,39409,28282,1095,0.82,32312,0.49,2072,4399,5491,242.74,4517650,0.44
jrudeas,1825,6457,18900,186,1.08,6990,0.63,280,2887,898,242.73,894190,0.51
kitakari_,4245,20363,30475,763,0.91,18631,0.41,1141,12498,2836,242.72,2428723,0.52
N_NonG23,1666,4881,24352,154,0.9,4369,0.47,209,4597,951,242.7,640803,0.48
yimaster888,3099,6529,35888,289,1.3,8501,0.49,345,15658,2625,242.69,1242366,0.51
hichamHB,6387,19026,111073,782,0.97,18491,0.39,1328,14612,5627,242.64,2445164,0.52
Nathan_JustDewIt,9930,18096,128388,1131,1.31,23770,0.35,1935,40324,7294,242.58,3828020,0.5
Gottezhand,12947,20264,132502,2490,2.62,53168,0.36,3789,10181,9078,242.55,9424577,0.66
jfjr_26,1281,5008,3764,145,0.75,3758,0.43,280,995,291,242.55,542941,0.49
Justingsky,1099,4688,16131,132,0.68,3193,0.4,207,1231,1663,242.55,434147,0.51
frenchayee,927,4606,2088,145,0.74,3408,0.39,232,952,374,242.54,452537,0.53
plato500,5554,15053,551,1151,1.12,16872,0.24,1460,31156,2274,242.5,2210531,0.46
CVB Ryda 4,6627,17140,123227,557,1.77,30330,0.91,1414,7933,18369,242.49,3560894,0.53
CLARK72006,1846,8553,6340,217,0.78,6631,0.51,269,1462,1209,242.46,858121,0.5
preFire-954-,8099,12426,45001,1505,2.34,29091,0.32,1938,4158,5735,242.45,5297316,0.67
jaydaman00,1513,7227,2300,201,0.95,6888,0.57,272,812,611,242.44,843779,0.48
angel_abdo,12282,38097,109520,826,1.28,48831,0.98,1931,19966,5707,242.41,6092963,0.5
Adam Gain dj,1908,6795,20855,194,0.82,5564,0.48,290,2391,745,242.41,782034,0.45
PhilippePetain1,3014,8613,51561,331,1.03,8879,0.45,440,12051,3882,242.38,1231803,0.49
cuterreux18,1523,6064,21492,221,0.91,5504,0.41,186,1819,1546,242.38,771808,0.43
min_min_3710,2867,13886,26070,446,0.88,12272,0.46,666,6695,1539,242.37,1664079,0.5
lfc_flo,5344,11527,46619,940,1.68,19400,0.34,960,7967,4143,242.32,3403892,0.54
RickTheMuffin,1345,6824,594,141,0.68,4642,0.55,194,616,285,242.29,589147,0.45
saad7020,979,3122,15980,109,1.07,3345,0.51,145,1305,1255,242.22,414268,0.52
Chthollyismw,1258,3190,46784,191,1.81,5779,0.5,292,2974,1613,242.16,705403,0.51
xwestcalix,14479,30592,46404,2361,1.59,48517,0.34,3321,4591,12404,242.16,8274956,0.64
TRP MagicMan,5347,14671,23022,860,2.04,29995,0.58,1168,4383,1132,242.1,3642677,0.49
CouleurHY,1107,3310,8047,98,0.9,2988,0.5,135,6094,804,242.1,431607,0.48
Firefly1800,4319,12045,21096,860,1.57,18942,0.37,921,3593,2786,242.07,3062382,0.56
Raptorstorm139,1199,4495,8677,188,1.3,5861,0.52,279,3106,817,242.07,700510,0.5
Alex15021991,15712,35142,104004,1962,1.4,49206,0.42,2433,9195,13484,242.06,8140081,0.64
JFET2020,1376,7182,47667,161,0.56,4040,0.42,198,4829,2643,242.03,562817,0.53
rottabossi,837,3267,32166,111,0.7,2280,0.34,121,5494,1251,241.97,324160,0.44
Icosa23,853,2681,7379,86,0.98,2621,0.5,109,838,324,241.93,374627,0.42
fifaboom88,6344,11923,11295,1339,2.11,25202,0.31,1870,1193,4310,241.9,4737082,0.76
o CLAMCAKE o,5286,27056,82497,759,0.84,22788,0.5,711,9600,2382,241.9,2973594,0.42
EdgyMacaroon89,2703,14367,19381,438,1.01,14581,0.55,574,4426,1735,241.88,1747992,0.46
STEFRZA,5928,10987,152533,899,1.75,19256,0.36,1436,39380,4101,241.86,2766203,0.59
IceCube_WSC,10323,17120,28660,2073,2.1,35940,0.29,2436,7810,6349,241.84,6596131,0.62
FastCatzHazMatz,771,4907,11069,129,0.61,2993,0.38,157,2881,966,241.83,388465,0.42
d1malo3,8298,13725,91117,1250,2.54,34795,0.46,1568,6008,6957,241.79,5335901,0.65
Paul-Erhard,11061,41891,63722,1147,0.94,39569,0.57,2079,27547,10433,241.75,5110007,0.49
Dreamweavercz,10894,36902,154528,1101,0.91,33420,0.51,1889,12997,9657,241.75,4240846,0.52
becn1234,550,2473,6056,75,0.96,2362,0.52,139,2810,709,241.74,291896,0.48
daftmaeder,1823,6301,14838,296,1,6327,0.36,437,1817,1576,241.7,980923,0.59
Quantocius,781,2096,8880,94,1.15,2401,0.42,129,1430,454,241.67,324095,0.48
RayPlus44,2918,14064,11652,363,0.56,7893,0.36,558,11930,2664,241.66,1072363,0.47
fantasyfill com,1099,8690,24399,254,0.47,4097,0.27,415,12907,1398,241.58,534410,0.47
BETO COSTA 77,6537,19387,83535,690,1.12,21729,0.52,1019,18740,3606,241.55,2938689,0.47
DRAGON8337,6660,30553,26388,975,0.72,21963,0.38,1414,6047,3416,241.53,2988093,0.45
sioux55CRO,6530,11607,8212,1112,1.49,17261,0.26,1593,1922,4370,241.5,3398460,0.67
SoveitIrish6,744,5053,4042,139,0.82,4144,0.5,211,1103,855,241.49,495480,0.48
KouJiaoGuai,1608,6842,20800,183,0.85,5815,0.53,220,2078,1703,241.42,807098,0.51
Phamzy_Torpex_Qc,815,3012,6994,98,1.07,3216,0.54,167,2014,334,241.36,414116,0.55
jorgegallardo98,2602,19543,34595,623,0.64,12454,0.33,985,5795,2861,241.32,1609279,0.49
Hyphyboy209,649,3224,10815,94,1.16,3733,0.66,128,938,658,241.28,453886,0.5
Rottenick,6235,12593,25170,1268,2.05,25843,0.34,866,2546,2901,241.2,4968873,0.52
Buzz Lyght Qc,5022,13714,40860,584,1.18,16123,0.46,795,22180,2225,241.2,2194244,0.45
Necro_Funeral,3333,6748,21029,192,2.03,13719,1.19,463,4184,1072,241.11,1813272,0.53
fish_L4kas,849,3896,6814,92,0.75,2923,0.52,141,1716,445,241.1,378156,0.45
19031118,1150,3593,14812,109,1.25,4490,0.69,173,2405,647,241.07,581079,0.5
LuRenYan,2826,8379,74824,251,0.93,7829,0.52,261,5278,2641,241.05,1143258,0.42
ANON-_-YMOUS-_-S,13661,34772,56078,2198,1.5,52320,0.4,3271,10388,7911,241.01,7817763,0.65
AIRBRNDADY82173,10598,15664,1752,1927,4.54,71110,0.61,2865,3042,689,240.99,8393695,0.49
DaBullfrog84,17226,33242,48573,2070,2.57,85408,0.69,3821,12172,5312,240.98,11687880,0.64
Taube_assasinbra,595,1997,1021,98,1.53,3065,0.52,138,281,108,240.97,378101,0.47
Plswake_upp,1656,6230,4149,210,1.13,7026,0.56,330,783,594,240.97,879975,0.5
Richard_Vernon,8021,18183,42642,1713,2.25,40872,0.4,2001,4257,5704,240.88,6525975,0.7
andre09091992,3253,15398,16907,434,0.74,11343,0.44,591,3418,2186,240.82,1516890,0.42
CorpPoski,6140,27484,24518,1000,0.77,21146,0.35,1254,26741,4706,240.81,2977686,0.45
GGGG_Nibelungen,1431,4438,25055,176,1.04,4633,0.44,304,9955,1300,240.8,596231,0.59
moto_brothers,4711,11811,66331,825,1.45,17155,0.35,789,6358,5994,240.77,2694094,0.48
CAMPBELLS0UPS,6049,17658,267152,585,1.31,23095,0.66,1435,19789,9537,240.77,2988038,0.66
Awe1975,2298,9921,55801,259,0.71,7015,0.45,381,7746,2749,240.76,915950,0.47
BigPati_94,1832,2846,40929,145,2.02,5758,0.66,396,6666,1315,240.74,750898,0.68
Lemon_Scented96,6227,13546,28137,1133,2.41,32627,0.48,1318,3698,3109,240.71,4988672,0.6
BBSuh,4668,11029,71371,491,1.13,12439,0.42,668,14901,5086,240.7,1750746,0.49
YovanDovahkiin,2167,6115,27082,223,2.03,12406,0.92,620,4834,3264,240.69,1428139,0.66
frenzisss,3608,7363,24257,517,1.87,13752,0.44,561,3605,1951,240.65,2087162,0.53
SMOREmoney,9744,15821,22478,2000,1.39,22055,0.18,2923,3435,7069,240.64,6120696,0.74
MrNiclasM8,858,3453,15054,128,1.01,3478,0.45,188,3686,579,240.63,461984,0.43
huaa13,1443,5030,8134,176,1.14,5714,0.54,247,3682,768,240.62,723397,0.48
gigantic563deer,6040,28132,2011,1158,1.14,32149,0.46,1730,16347,785,240.61,4124076,0.47
JANNI_LYT302,4292,15936,35546,665,0.83,13148,0.33,1092,12120,4731,240.61,1753167,0.54
Alpha-Woodzs,690,3347,4138,106,0.75,2524,0.39,185,1473,837,240.61,315742,0.45
BOHANNON-270,7322,23383,24973,1263,1.62,37807,0.5,1367,4597,2938,240.55,5514628,0.56
SAJAD_CR7_0063,7051,25420,163754,974,1.02,25914,0.44,1375,11658,16621,240.55,3628781,0.54
Titan10086,794,3182,23677,114,0.98,3122,0.45,141,2782,1615,240.53,402202,0.53
69xxH1LL1xx69,4434,11482,3212,539,1.43,16381,0.51,516,2472,1229,240.5,2375050,0.46
Lion1094,1482,8316,8999,301,1.09,9032,0.5,429,1824,1443,240.5,1024057,0.49
LarryKokesz,4624,19681,54980,717,0.73,14391,0.33,936,25186,5625,240.36,2047108,0.39
C_Cat_nine_e,1333,1762,18028,110,1.68,2968,0.45,154,8506,843,240.34,473869,0.57
Archthonicon,1238,3291,3320,177,1.33,4380,0.41,166,911,514,240.3,614897,0.38
liu03jiahui0404,1805,7645,22695,268,1.11,8491,0.53,393,5044,1663,240.3,1082506,0.47
Xavitheman,663,2813,2824,107,1.07,3014,0.47,131,619,477,240.29,362162,0.44
ekkazekkaz,10277,15161,50479,1718,2.43,36831,0.36,1965,5243,8915,240.25,6335847,0.65
Demadadi,1319,5135,26997,143,0.69,3536,0.41,191,4161,1762,240.25,504469,0.49
corebert23,24728,53971,157817,3490,1.53,82448,0.39,3593,21942,17659,240.24,12741597,0.59
JollyColt478676,16919,65119,289362,3299,1.12,73233,0.37,4885,60028,16476,240.24,9513992,0.51
BlackRivia80,5401,32126,111271,1062,0.6,19252,0.3,1183,15468,10969,240.24,2539973,0.46
tachanka_2007,836,5283,1171,139,0.71,3773,0.45,181,1033,346,240.23,459637,0.46
htponeone,1887,6444,24341,212,1,6421,0.5,324,7290,1015,240.18,867387,0.54
CRWNxMExGOD,7896,28296,63296,887,0.99,28046,0.53,1392,6543,4545,240.17,3618141,0.48
WOSHIERKANG6318,460,2554,12381,79,0.73,1865,0.39,122,1089,966,240.12,238134,0.46
IAM_UR_FATHER-_,10906,37340,73057,1063,1.17,43799,0.69,1900,22109,4272,240.11,5820402,0.44
xXApoloDarkXx,4225,15539,11558,455,0.97,15082,0.55,829,7969,981,240.1,2043521,0.45
A_K_G_B_M,10297,26955,100942,1582,1.54,41633,0.44,2149,13147,7939,240.08,6156167,0.56
JuJubeensFSU,955,3702,7820,126,0.73,2720,0.36,165,891,640,240.07,398254,0.41
Killinuproper,15510,37973,74941,885,1.68,63874,1.2,2157,4731,8103,240.05,8294995,0.53
IKII-IKII,2007,18964,272,459,1.24,23581,0.85,816,1612,393,240.05,2654121,0.48
berniezen,1752,6853,1940,182,0.85,5838,0.53,248,1518,391,240,807708,0.47
LETITRAIN10,7012,13528,12402,1191,2.03,27523,0.39,1407,2609,3513,239.98,4776736,0.66
RipGfx,9775,22354,137690,1172,1.57,35201,0.5,1612,45982,8755,239.95,4938492,0.43
Autimana,743,3189,477,88,0.58,1837,0.35,147,388,646,239.94,276157,0.47
BloodbathSlayer,5143,5916,5271,468,2.79,16532,0.59,853,5803,2831,239.93,2200466,0.72
TsarNick-Viking,632,3791,1016,82,0.6,2293,0.46,111,825,350,239.92,287156,0.4
shuntaro_10,2179,9348,51869,281,0.64,6014,0.36,361,6997,2091,239.91,899759,0.43
THE__RIPPER88,8363,12197,49137,1576,2.02,24690,0.26,1587,3407,6439,239.9,5982527,0.65
PP c0rn,1109,2370,2835,135,1.6,3782,0.47,223,1634,292,239.89,518064,0.54
DBTzero,1102,2219,10828,108,1.55,3433,0.53,121,2158,662,239.87,476760,0.44
The_L_23,3029,7651,10594,690,1.85,14147,0.34,770,1827,2783,239.85,2400159,0.6
eko cobra 2,2406,8374,4225,358,1.19,9960,0.46,433,21073,1174,239.84,1284459,0.42
PonnyJohan,1921,6763,41440,244,0.68,4602,0.31,380,4289,2276,239.84,712674,0.7
Heartworml,1429,3627,13715,135,1.58,5719,0.71,146,2713,619,239.81,718437,0.57
plane_funny182,10220,42509,85681,1358,0.77,32655,0.4,1819,24217,9955,239.74,4676649,0.58
JProjectGaming,553,1998,90134,129,1.4,2807,0.36,142,3796,4213,239.69,321505,0.51
barcelonaalmagro,3522,18186,22078,895,1.25,22820,0.42,1275,9828,1020,239.69,2746421,0.51
harr1_00,11548,31174,34740,2064,1.5,46620,0.38,2063,6886,6725,239.68,7333937,0.57
lc1346792012,1788,6778,18711,166,0.75,5110,0.51,252,3910,1132,239.58,686331,0.47
krasilnikov9,3132,10387,7449,639,1.98,20515,0.53,892,950,659,239.57,2342321,0.43
TAKITOS818,21277,71012,82359,1334,1.34,95473,1.19,3137,27456,9585,239.53,11693065,0.54
yack47,33269,73280,1399,1587,1.32,97062,1.02,4041,39427,10370,239.52,13536081,0.49
GhetoGravity,1168,6123,4771,193,0.86,5278,0.46,323,909,667,239.47,617189,0.56
moreoffo,1602,4706,26308,151,0.86,4059,0.45,259,7726,1222,239.45,574366,0.51
Hammertime2013,5252,16273,47305,495,0.99,16134,0.54,672,9556,2464,239.44,2151561,0.45
Louisdulac2001,4063,12739,61768,521,0.91,11543,0.37,982,11242,3479,239.43,1538388,0.66
Apocalypse_OPUS,13366,54842,84987,1533,0.98,53992,0.59,2470,13943,10580,239.41,6789837,0.46
iazaak45,1396,5304,30438,189,0.93,4953,0.43,333,2276,1792,239.39,649514,0.51
JuvePT,576,1968,5269,85,1.26,2489,0.48,139,395,203,239.35,316372,0.52
FieseMaid,1331,5128,37306,202,0.9,4607,0.38,292,7818,1482,239.35,633002,0.42
Cabbage_Taro_20,4024,21492,50188,529,0.67,14415,0.45,897,13095,4352,239.35,1892438,0.48
FlorinFlorin-1,683,4033,10089,94,0.68,2748,0.49,164,1823,629,239.31,333387,0.57
PoochySR,1195,4008,2552,144,1.41,5662,0.65,240,1410,437,239.27,696549,0.54
HADEUIT,4194,6683,33274,352,1.72,11504,0.54,455,11258,855,239.24,1664118,0.44
Jones_Bones_PL,9371,34346,13495,1065,0.94,32399,0.51,1549,9271,2631,239.21,4412754,0.46
StarfletJedi,462,1160,23980,60,1.32,1537,0.42,136,678,953,239.2,192905,0.6
BBQ361,1145,4120,10021,108,0.98,4023,0.62,143,1548,578,239.19,520731,0.42
BadPadre,6849,31653,116083,1341,1.05,33228,0.41,1821,18612,5910,239.18,4029281,0.49
steve1516,1904,8656,15001,366,0.97,8378,0.38,461,2357,601,239.18,1090768,0.5
Leaw CZ,920,2741,12735,86,0.82,2251,0.43,154,1866,476,239.17,323330,0.56
christina_chum,3384,17567,29232,332,0.6,10581,0.53,474,1254,2956,239.12,1484486,0.4
psycho_zaku_,5648,19876,67695,706,1.21,23967,0.57,1013,9942,2502,239.11,3065250,0.52
RED21243,2525,8720,85668,263,1.11,9651,0.61,495,12155,5017,239.11,1227863,0.48
Naveganttes,3370,15251,19880,567,0.84,12764,0.37,879,12822,3031,239.1,1653931,0.49
fdfhgdfsh,4778,13841,12315,473,1.18,16325,0.57,727,13069,1036,239.08,2269430,0.47
MICHi_17_12,2754,9060,30796,320,0.75,6753,0.35,477,2643,1331,239.07,1020845,0.52
chain saw PAT,1759,8889,1836,350,0.82,7309,0.35,520,1493,1447,239.04,909847,0.48
MAD_R3C0N,714,129,1911,131,36.66,4729,0.6,161,1199,293,239.03,598460,0.46
MrCrossEyedFreak,4559,10248,3540,447,1.63,16662,0.62,575,38765,2479,239.03,2216075,0.47
beveryafred,930,5282,13617,100,0.63,3348,0.55,147,3216,1185,239.01,410476,0.5
Jempro,17459,59762,490606,2803,1.13,67717,0.4,4241,105135,11923,238.99,8833584,0.47
EXaXXion99,8095,21192,72898,939,1.52,32245,0.57,1331,3789,6853,238.96,4408992,0.55
sickdomiiii,977,3788,25462,120,0.87,3309,0.46,167,1702,741,238.96,429162,0.5
Ranger_up86,7062,34735,4673,743,0.87,30342,0.68,1394,1126,3370,238.95,3891240,0.47
pcartz23,3087,13503,17951,412,0.7,9461,0.38,638,6057,1903,238.91,1243100,0.51
roliy,1519,5756,871,177,0.87,5009,0.47,242,1453,262,238.87,739008,0.44
jahangir45,3526,13552,10883,483,1.11,15050,0.52,702,4048,1745,238.83,1975472,0.44
shara,807,4195,47111,138,0.33,1403,0.17,223,3885,1408,238.79,235478,0.47
Molotov21000,3698,16089,30470,428,0.74,11873,0.46,672,2930,1593,238.72,1639582,0.44
ErtjeNL,1672,4183,5843,228,1.59,6642,0.49,326,2643,610,238.71,911189,0.48
acemak1234,1349,8226,823,261,0.81,6645,0.42,424,373,407,238.68,788719,0.54
ErkBoul,4165,8316,10462,797,1.91,15888,0.33,657,2595,2049,238.67,2581520,0.52
LullabyAT,1302,2278,46885,121,1.71,3894,0.53,108,4979,938,238.66,545098,0.41
lakalalala0,8077,22226,53188,703,1.02,22704,0.54,939,14161,4881,238.63,3204995,0.53
Trelobillos,6634,27566,43984,833,0.94,25777,0.52,1221,26956,3391,238.63,3282204,0.47
subuta-013,2532,13242,16118,389,0.72,9593,0.41,532,2964,1067,238.6,1272628,0.46
ForEverHoches,4203,17455,54671,540,0.74,12839,0.4,832,11600,2447,238.59,1741210,0.47
BlackNOrange86,8951,35131,51515,1317,0.86,30312,0.38,2227,34526,7238,238.56,4036898,0.48
Dein_Tot1312,5189,25193,97306,488,0.85,21391,0.73,1112,16780,8308,238.56,2556804,0.5
Z4Z0,915,3561,7331,144,1.06,3762,0.44,170,1620,574,238.55,489539,0.5
B1ack-Mamba-8,756,2472,4875,79,0.8,1977,0.41,119,698,525,238.53,279639,0.47
SlideTurnHook,3970,16374,30075,680,0.93,15190,0.37,821,5669,3434,238.41,2076843,0.46
sjt_bigbigblameA,654,2818,5333,85,0.75,2119,0.41,114,1037,563,238.41,296358,0.44
BadDispenser,3562,10420,15270,333,0.96,9953,0.5,502,3337,1037,238.35,1385180,0.48
GLAS2T,3035,13111,57198,425,0.86,11234,0.44,504,8051,3450,238.35,1443007,0.53
gdreee-,17795,63073,6690,2387,1.33,84067,0.59,2810,5142,2989,238.34,11179725,0.48
IamBehindYou348,698,2133,1365,74,1.37,2927,0.66,165,6826,561,238.32,367837,0.52
Grpeshnick,1304,2525,32168,119,1.25,3156,0.44,158,6530,1047,238.26,462172,0.43
Dee-MACHINE666,3157,15086,258,532,0.73,11074,0.35,656,4123,566,238.21,1522507,0.45
Instinkt90,3951,5226,3530,938,3.23,16857,0.3,1256,390,2996,238.18,3357991,0.73
vBloodRaynev,3320,4632,10144,419,2.96,13710,0.54,837,1962,490,238.1,1813682,0.83
faborl,5295,13810,27847,685,1.43,19806,0.48,951,3251,1761,238.08,2701299,0.49
BORDOBERELI_40_,1885,8156,4212,274,0.82,6658,0.4,385,1193,1440,238.01,885982,0.48
Voldoo,7358,16519,21333,1576,2.27,37445,0.4,1318,4560,4345,238,6522041,0.6
Ganakas,26590,89307,196738,3087,1.15,103084,0.56,4053,69801,10970,237.98,13768108,0.44
Foxx87___,5912,15062,60394,1031,1.34,20217,0.33,1035,5743,7469,237.95,3374488,0.54
AbodyHR,8562,25871,37119,749,1.34,34578,0.77,1443,4628,7191,237.95,4314916,0.54
DonciNice,1768,5754,64822,192,0.68,3887,0.34,238,16992,2427,237.93,597157,0.52
SoorPlumbs,1288,7266,1915,207,0.44,3184,0.26,324,18546,572,237.86,477905,0.48
Sazicana93,6346,25680,2284,497,1.29,33105,1.11,1146,854,4559,237.82,3947953,0.51
gohan_750,3380,16308,5697,416,0.85,13815,0.55,574,1957,1200,237.82,1740775,0.44
LethalHack,1539,3113,15079,256,3.35,10433,0.68,539,3004,736,237.81,1254106,0.42
FranK CVz,7018,21214,103675,560,1.43,30379,0.9,1570,7937,11194,237.81,3576899,0.61
ddlaojiang,909,4774,19649,103,0.62,2975,0.48,158,4447,1209,237.77,393460,0.44
x KubeK x2176,861,3990,5506,72,0.86,3426,0.79,169,1094,875,237.7,405228,0.51
zhujiemingge,797,4087,6347,93,0.52,2132,0.38,143,2140,423,237.7,301667,0.55
Albania Kuq eZi,17113,47324,25758,1235,1.4,66319,0.89,2718,76541,6428,237.67,8420331,0.51
Pointi1978,809,3930,15668,127,0.66,2581,0.34,184,4635,782,237.66,353071,0.44
MP Grizz,20550,28345,142084,1660,3.69,104717,1.05,5636,96200,10062,237.61,13129074,0.71
Urtzenbur,1741,10289,8627,242,0.63,6446,0.44,363,2748,1655,237.58,822639,0.55
sedatiff,10152,17121,34687,1387,1.94,33294,0.4,1587,2639,4446,237.56,5371671,0.61
SorryXu,1475,4675,8958,168,0.99,4624,0.46,200,12481,988,237.56,642747,0.49
LIL FRESA3051,1557,7326,17641,273,0.87,6402,0.39,354,3028,1146,237.56,828454,0.41
J-DUB--007,9998,34169,40754,1412,1.15,39317,0.46,2329,17737,6252,237.47,5149912,0.5
ZET12,736,2756,18637,111,0.86,2376,0.36,190,5044,733,237.47,323285,0.48
Sandekan,3956,15627,21145,483,0.92,14386,0.5,755,4728,2341,237.46,1876599,0.49
herobrine-kg,1306,2115,32083,137,2.17,4583,0.56,172,4787,1026,237.4,583667,0.45
Qincancu,1825,5104,14117,284,1.59,8119,0.48,348,3798,1639,237.39,1023795,0.49
wjlly,2612,3055,4126,326,3.88,11847,0.6,447,3112,317,237.36,1537420,0.45
kalim579,1134,4938,5821,180,1.1,5448,0.5,159,716,892,237.35,722730,0.48
qlnyzj,913,5034,4949,130,0.79,3962,0.5,183,2030,368,237.35,499425,0.46
Goatruckus,5216,23400,83589,644,0.72,16806,0.43,959,10984,6410,237.33,2260951,0.44
AJaegerA,1910,3948,21965,172,1.39,5496,0.53,177,4019,1182,237.32,819019,0.53
Red5354,6020,22600,76787,891,0.82,18491,0.35,1178,14650,5740,237.31,2568942,0.45
YOG7Abigail,1144,5291,20866,115,0.7,3717,0.53,156,1121,1462,237.31,479159,0.56
MarcysPL,7889,20147,45367,913,1.29,26034,0.48,1133,15650,3180,237.3,3491542,0.45
Hkgamer1010,3090,13318,38924,318,0.84,11242,0.59,414,3340,2825,237.29,1463558,0.44
JANKES_41PL,12684,42716,54207,1372,1.18,50369,0.61,2847,6562,10126,237.28,6493102,0.46
